adult,backdrop_path,genre_ids,id,original_language_x,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,runtime,budget,revenue,genres,release_date_full,original_language_y,status
False,/pR3v192B20nFtsHY1jZQS4AkN0a.jpg,"[36, 53]",11973,en,Thirteen Days,The story of the Cuban Missile Crisis in 1962—the nuclear standoff with the USSR sparked by the discovery by the Americans of missile bases established on the Soviet-allied island of Cuba.,23.0362,/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg,2000-12-25,Thirteen Days,False,6.999,805,145,80000000,34566746,History|Thriller,2000-12-25,en,Released
False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"[16, 10751, 12]",38757,en,Tangled,"Feisty teenager Rapunzel, who has long and magical hair, wants to go and see sky lanterns on her eighteenth birthday, but she's bound to a tower by her overprotective mother. She strikes a deal with Flynn Rider, a charming wanted thief, and the duo set off on an action-packed escapade.",23.0286,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,Tangled,False,7.611,12147,100,260000000,592461732,Animation|Family|Adventure,2010-11-24,en,Released
False,/5U0tqruExz7ssDyr5pwiAGFzI8S.jpg,"[10751, 14, 35, 12, 16]",1226863,en,The Super Mario Galaxy Movie,A new movie based on the world of Super Mario Bros. that further broadens Mario's world with a bright and fun story. Plot TBA.,22.8009,/dQFwdkCpfc5UOdQigYKQm06VJS4.jpg,2026-04-01,The Super Mario Galaxy Movie,False,0.0,0,0,0,0,Family|Fantasy|Comedy|Adventure|Animation,2026-04-01,en,Post Production
False,/96hiUXEuYsu4tcnvlaY8tEMFM0m.jpg,"[53, 80, 35]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",22.6753,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,1994-09-10,Pulp Fiction,False,8.486,29604,154,8000000,213928762,Thriller|Crime|Comedy,1994-09-10,en,Released
False,/ukfI9QkU1aIhOhKXYWE9n3z1mFR.jpg,"[16, 10751, 14]",129,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",22.6151,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,2001-07-20,Spirited Away,False,8.533,17884,125,19000000,274925095,Animation|Family|Fantasy,2001-07-20,ja,Released
False,/ycnO0cjsAROSGJKuMODgRtWsHQw.jpg,"[18, 36]",872585,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,22.6106,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,Oppenheimer,False,8.036,11269,181,100000000,952000000,Drama|History,2023-07-19,en,Released
False,/et17Am3i8QE80HA7YUilG82Dz1x.jpg,"[27, 9648, 53]",1354700,ko,강령: 귀신놀이,"Aspiring YouTuber Gi-ho stages a fake seance for viral content, but Ja-young joins, seeking her missing sister Seo-woo. In an underground cistern, Seo-woo volunteers as the ""possessed,"" but when she collapses, terror unfolds. Trapped with sinister forces, the students face a deadly fate, leading to a shocking twist.",22.5374,/6uF6PnY1gWNmDkAMYO1qhgdgozM.jpg,2025-08-06,The Ghost Game,False,6.64,25,95,0,0,Horror|Mystery|Thriller,2025-08-06,ko,Released
False,/me3SisKfnxwBP69aOVKAVMw9vDM.jpg,"[28, 80, 53]",1149167,en,High Rollers,"A master thief must pull off a dangerous casino heist when his nemesis kidnaps his lover. Caught between rival criminals and FBI pursuit, he risks all to save her and score big.",22.3767,/hHowAaChDjwueySmwVbsjHmpWa.jpg,2025-03-14,High Rollers,False,6.6,101,101,0,0,Action|Crime|Thriller,2025-03-14,en,Released
False,/gtuXARxjGdfsGFqEwggBB8zUJza.jpg,"[35, 28]",1589891,es,La hora de los valientes,"A psychoanalyst on community service aids an agent shattered by infidelity; together, they will confront danger and discover second chances.",22.2053,/qKKG22O5pFxqglG0oMjWTjQWCNl.jpg,2025-12-18,A Time for Bravery,False,7.595,74,107,0,0,Comedy|Action,2025-12-18,es,Released
False,/5TiwfWEaPSwD20uwXjCTUqpQX70.jpg,"[18, 53]",550,en,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",22.17,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,Fight Club,False,8.438,31335,139,63000000,100853753,Drama|Thriller,1999-10-15,en,Released
False,/hjPWg7trJPSZ4tUEZhqGxX1HxUS.jpg,"[12, 878]",1233506,fr,L'Homme qui rétrécit,"Paul, is an ordinary man who divides his life between his shipbuilding company, his wife Elise and their daughter Mia. During a sea trip, Paul finds himself confronted with a strange, unexplained meteorological phenomenon. From then on, Paul shrinks inexorably, without science being able to explain why or be of any help to him. When, by accident, he finds himself a prisoner in his own cellar, and while he is only a few centimeters tall, he will have to fight to survive in this banal environment that has become perilous. During this experience, Paul will find himself confronted with himself, with his humanity, and will try to answer the great questions of existence.",22.1494,/5scjQRQq4i0zpbfyvWJX8LFEWjt.jpg,2025-10-22,The Shrinking Man,False,6.0,43,99,24350000,0,Adventure|Science Fiction,2025-10-22,fr,Released
False,/2nwhxEyefcIFKwOrSigiamoIzu2.jpg,"[28, 53, 18]",1119878,en,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",22.0793,/cQN9rZj06rXMVkk76UF1DfBAico.jpg,2025-06-27,Ice Road: Vengeance,False,6.252,565,113,0,0,Action|Thriller|Drama,2025-06-27,en,Released
False,/1bRxlfuI7woxnxM8Z8LIgaKpffH.jpg,[18],1302017,tl,Uhaw,A wife learns that her husband who's in coma had an affair. She confronts the other woman but instead finds solace in her. She then realizes she's falling for her husband's mistress.,22.037,/xsUjSNFXyEWe3zkcHOWm7Hw7dR6.jpg,2024-09-13,Uhaw,False,4.4,5,94,0,0,Drama,2024-09-13,tl,Released
False,/vZK3f5N8Fv2LcyFYLwt6dz0HE1H.jpg,"[35, 28]",1161617,en,Code 3,A burned-out paramedic tries to survive his last 24 hours on the job while training a new recruit.,21.9056,/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg,2025-09-12,Code 3,False,6.971,190,100,0,0,Comedy|Action,2025-09-12,en,Released
False,,"[10749, 18]",482600,ko,일본 엄마,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",21.7475,/mCDzIKBPBLLOaFSO7WXCNgrg8f2.jpg,2017-02-09,Japanese Mom,False,6.6,62,91,0,0,Romance|Drama,2017-02-09,ko,Released
False,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,"[10751, 14, 35, 12]",950387,en,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",21.6706,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,2025-03-31,A Minecraft Movie,False,6.291,2732,101,150000000,958287780,Family|Fantasy|Comedy|Adventure,2025-03-31,en,Released
False,/3C01kAcKGR6FwsUUSOvJ8N82pqr.jpg,"[878, 27, 53]",1086260,en,The Astronaut,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth",21.5875,/souvvkJHYhztC1UqZ8lEVUiJa3J.jpg,2025-09-26,The Astronaut,False,5.725,167,90,0,0,Science Fiction|Horror|Thriller,2025-09-26,en,Released
False,/eTlcNXGv32zkVI7ZDHhfeaKHXKQ.jpg,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",21.577,/ode14q7WtDugFDp78fo9lCsmay9.jpg,2014-09-10,The Maze Runner,False,7.19,17823,113,34000000,348319861,Action|Mystery|Science Fiction|Thriller,2014-09-10,en,Released
False,/fimwiQFQTA8KOkKVuiyxvSy5GmZ.jpg,"[18, 35]",13852,en,The Castle,"The quirky Kerrigan family lives together in a makeshift home they built themselves – with great pride and a bizarre attention to detail – a few yards from the edge of Melbourne, Australia's busy Tullamarine Airport. When a building inspector condemns the building and reveals that the government plans to use their land for an airport expansion, Darryl Kerrigan and his brood recruit hack attorney Dennis Denuto and prepare themselves for the fight of their lives.",21.5055,/3QKTPz9gpIIt9Po091LfG0CASfk.jpg,1997-04-10,The Castle,False,7.064,220,85,800000,861789,Drama|Comedy,1997-04-10,en,Released
False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"[16, 28, 12, 878]",324857,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",21.3517,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,Spider-Man: Into the Spider-Verse,False,8.393,16802,117,90000000,393602435,Animation|Action|Adventure|Science Fiction,2018-12-06,en,Released
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",21.2373,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-21,Top Gun: Maverick,False,8.158,10534,131,170000000,1488732821,Action|Drama,2022-05-21,en,Released
False,/gLQoJ9P79g501oEEtrN8zMlCPpx.jpg,"[36, 18, 53, 10752]",205596,en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",21.1599,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,2014-11-14,The Imitation Game,False,7.988,17782,113,14000000,233555708,History|Drama|Thriller|War,2014-11-14,en,Released
False,/dEkFlZzj2cb5F7SShvqkL54E4lr.jpg,[18],1033148,en,Die My Love,"After inheriting a remote Montana house, Jackson moves there from New York with his partner Grace, and the couple soon welcome a child. As Jackson becomes increasingly absent and rural isolation sets in, Grace struggles with loneliness, creative frustration, and unresolved emotional wounds. What begins as an attempt at renewal gradually turns into an intense psychological descent, placing strain on their relationship and exposing the fragile balance between love, identity, and motherhood.",21.1066,/kajpShbFhOdpl6yCrLezMrr9tB4.jpg,2025-10-06,Die My Love,False,6.2,339,119,22000000,11745933,Drama,2025-10-06,en,Released
False,/3CCKbVUFunqZ6DCLjaUJLsWpgU.jpg,[99],392269,en,The Divide,"The Divide tells the story of 7 individuals striving for a better life in modern day US and UK - where the top 0.1% owns as much wealth as the bottom 90%. By plotting these tales together, we uncover how virtually every aspect of our lives is controlled by one factor: the size of the gap between rich and poor.The film is inspired by ""The Spirit Level"" by Richard Wilkinson and Kate Pickett.",21.0767,/kkp8dRftSHIiNceNMrEzTfmr7IT.jpg,2015-11-20,The Divide,False,6.7,12,78,0,0,Documentary,2015-11-20,en,Released
False,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,"[10751, 35, 16, 12]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",20.9245,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-11-22,Toy Story,False,7.971,19497,81,30000000,401157969,Family|Comedy|Animation|Adventure,1995-11-22,en,Released
False,/wYMbnrdRCREjNLwFlG5SLWzBjui.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",20.8839,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-15,Dune,False,7.776,14370,155,165000000,410668500,Science Fiction|Adventure,2021-09-15,en,Released
False,/8f9dnOtpArDrOMEylpSN9Sc6fuz.jpg,"[12, 14]",674,en,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",20.8491,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,2005-11-16,Harry Potter and the Goblet of Fire,False,7.801,21790,157,150000000,895921036,Adventure|Fantasy,2005-11-16,en,Released
False,/fyZ6SDUS4o9jp2EHxfZa3qS9ean.jpg,"[18, 10749, 14]",402431,en,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",20.8446,/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,2024-10-16,Wicked,False,6.9,2832,162,150000000,758737211,Drama|Romance|Fantasy,2024-10-16,en,Released
False,/3UbaCMmqOd7mca4Y5DOzY2ZVTyX.jpg,"[28, 12, 14]",122917,en,The Hobbit: The Battle of the Five Armies,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",20.7955,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,2014-12-10,The Hobbit: The Battle of the Five Armies,False,7.33,15057,144,250000000,956019788,Action|Adventure|Fantasy,2014-12-10,en,Released
False,/p5ozvmdgsmbWe0H8Xk7Rc8SCwAB.jpg,"[16, 12, 35, 10751]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",20.7853,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.545,6422,97,200000000,1698863816,Animation|Adventure|Comedy|Family,2024-06-11,en,Released
False,/ewxiPfbKklk9FJZ2ECsDyJDQjvX.jpg,"[28, 35, 878]",338969,en,The Toxic Avenger Unrated,"When a downtrodden janitor, Winston Gooze, is exposed to a catastrophic toxic accident, he’s transformed into a new kind of hero: The Toxic Avenger. Now, Toxie must rise from outcast to savior, taking on ruthless corporate overlords and corrupt forces who threaten his son, his friends, and his community.",20.7502,/cCWojb6N9UcTzNVtS4bOM3vQ30x.jpg,2025-08-28,The Toxic Avenger Unrated,False,6.0,279,102,0,3328938,Action|Comedy|Science Fiction,2025-08-28,en,Released
False,/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg,"[12, 14, 28]",121,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",20.7118,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,The Lord of the Rings: The Two Towers,False,8.412,23349,179,79000000,926287400,Adventure|Fantasy|Action,2002-12-18,en,Released
False,/zQ8AxTPiCiS5nnwXpwTBPBHSaa5.jpg,"[28, 878]",557,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",20.6096,/kjdJntyBeEvqm9w97QGBdxPptzj.jpg,2002-05-01,Spider-Man,False,7.319,20232,121,139000000,821708551,Action|Science Fiction,2002-05-01,en,Released
